"Diameter (um)", "AB Phase (deg)", "AC Phase (deg)", "Intensity (mV)"
368.533569, 178.945313, 169.013672, 53.013393
351.597015, 161.894531, 153.896484, 61.383930
366.044281, 162.949219, -179.824219, 80.915176
361.774170, 172.968750, 162.158203, 91.517860
327.235168, 141.855469, 127.705078, 124.162949
349.916046, 157.236328, 155.390625, 129.464279
311.699219, 127.705078, 112.412109, 143.136154
Fillin, 143.613281, -135.439453, 57.756695
Fillin, 134.208984, 177.978516, 74.497765
Fillin, -131.044922, -134.296875, 78.962051
Fillin, 170.332031, 109.687500, 31.529018
319.049286, 125.156250, 129.111328, 28.738840
357.103638, 170.419922, 155.830078, 61.383930
348.016785, 155.390625, 153.632813, 89.564735
370.146362, -179.648438, 170.595703, 91.238838
365.117340, 177.275391, 164.179688, 104.073662
396.322815, -168.134766, -151.347656, 122.767860
389.720551, -170.595703, -161.367188, 139.229904
273.197266, 116.279297, 50.800781, 15.904017
337.331879, 149.853516, 138.867188, 47.991070
331.771759, 139.833984, 138.339844, 55.524555
348.421478, 154.775391, 155.039063, 73.102676
353.808960, 163.388672, 156.621094, 80.357140
333.375885, 148.359375, 132.890625, 108.537949
376.507629, 170.507813, -167.519531, 141.462051
307.288544, 142.558594, 89.208984, 28.180803
304.325684, 131.308594, 94.833984, 42.689732
302.765900, 126.123047, 97.031250, 47.433037
325.985687, 142.734375, 124.453125, 58.035713
306.427002, 129.023438, 101.074219, 60.546875
338.602661, 164.707031, 126.474609, 82.868301
310.175720, 140.097656, 97.119141, 97.377235
293.874359, 112.851563, 93.427734, 115.792412
296.004517, 122.519531, 87.802734, 129.464279
320.699951, 132.099609, 125.068359, 146.763397
Fillin, 65.390625, 71.279297, 15.625000
280.924774, 119.267578, 62.490234, 20.368303
Fillin, 99.755859, 58.095703, 21.763393
340.024445, 161.455078, 132.363281, 44.921875
313.058746, 128.935547, 113.730469, 39.899555
319.368622, 136.494141, 118.212891, 65.290176
323.152222, 147.216797, 114.609375, 85.937500
344.112335, 143.525391, 158.115234, 83.426338
331.989624, 131.923828, 146.689453, 124.720985
299.285919, 136.318359, 80.244141, 18.694197
354.565735, 162.773438, 158.642578, 68.080360
Fillin, 166.552734, 114.257813, 69.196426
316.140533, 153.193359, 95.361328, 65.011162
334.397949, 161.982422, 121.201172, 56.082588
Fillin, 71.103516, 50.712891, 3.069196
305.402771, 141.591797, 86.572266, 38.783482
328.715424, 141.943359, 130.429688, 35.993305
332.689606, 149.765625, 130.166016, 40.178570
314.385223, 136.406250, 108.808594, 41.852680
331.677155, 150.380859, 127.617188, 48.549107
333.067566, 138.867188, 141.767578, 59.709820
326.396240, 151.875000, 116.103516, 66.964287
Fillin, -171.210938, 160.927734, 102.399551
339.629730, 147.744141, 145.371094, 102.678574
328.347046, 141.503906, 130.166016, 108.816963
349.834961, 161.718750, 150.732422, 125.558037
373.591827, 162.509766, -165.146484, 198.381699
259.611725, 100.107422, 41.132813, 5.022321
293.706635, 138.339844, 67.675781, 12.834822
293.951080, 116.982422, 89.472656, 24.274553
315.709564, 157.060547, 90.615234, 25.390625
351.015717, 165.761719, 148.974609, 48.549107
350.380981, 156.357422, 157.148438, 61.941963
327.851837, 141.767578, 129.023438, 87.332588
Fillin, 124.892578, 147.304688, 143.136154
350.053711, 156.269531, 156.621094, 109.654015
351.121063, 146.689453, 168.134766, 160.156250
326.524750, 144.052734, 124.189453, 28.459822
355.673218, 170.068359, 153.457031, 20.926340
310.723969, 131.484375, 106.699219, 16.183035
369.752441, 170.595703, 179.648438, 24.832590
352.379639, 168.925781, 148.359375, 80.636162
350.700043, 146.074219, 167.958984, 111.886162
277.013580, 127.792969, 46.582031, 8.928572
282.613373, 136.318359, 48.603516, 10.044642
269.196716, 119.179688, 40.341797, 20.368303
275.188721, 112.500000, 58.359375, 3.348214
308.220703, 136.582031, 97.031250, 25.390625
323.602997, 135.000000, 127.705078, 33.761162
330.972168, 154.863281, 121.816406, 50.223213
326.162018, 146.250000, 121.289063, 52.734375
338.674896, 151.699219, 139.570313, 63.058037
343.647644, 159.609375, 141.152344, 87.053574
337.378662, 152.402344, 136.406250, 99.330360
315.410187, 148.535156, 98.525391, 0.000000
334.818085, 138.515625, 145.458984, 37.946430
312.848907, 140.361328, 101.953125, 38.783482
341.053680, 154.160156, 141.591797, 34.598213
347.033447, 162.509766, 144.667969, 74.497765
345.479767, 145.986328, 158.203125, 104.073662
332.424774, 134.648438, 144.755859, 106.305801
334.767609, 140.537109, 143.349609, 28.459822
352.750183, 162.158203, 155.830078, 42.968750
Fillin, 126.914063, 165.410156, 56.919643
362.001617, 165.673828, 169.892578, 92.354912
334.282959, 162.070313, 120.849609, 95.424110
306.601227, 135.615234, 94.746094, 30.133928
320.732361, 141.328125, 115.927734, 42.410713
303.545258, 132.275391, 92.373047, 50.502232
336.392670, 148.798828, 138.164063, 47.712055
322.138672, 144.492188, 115.400391, 68.638390
307.859375, 126.210938, 106.611328, 80.915176
286.947754, 112.412109, 80.683594, 103.794640
311.607452, 123.310547, 116.630859, 143.694199
Fillin, 88.505859, 91.845703, 148.437500
289.198151, 138.076172, 59.326172, 3.627232
288.216095, 137.900391, 57.656250, 22.042410
283.232178, 120.673828, 65.478516, 22.600447
320.493134, 126.474609, 130.341797, 43.805805
310.319702, 140.976563, 96.503906, 50.781250
309.492065, 119.003906, 116.894531, 46.595982
312.951965, 136.318359, 106.171875, 54.687500
351.202301, 161.630859, 153.457031, 58.314732
371.411255, 170.771484, -177.363281, 65.290176
329.920258, 158.291016, 116.455078, 77.845985
338.230591, 150.996094, 139.482422, 82.031250
312.029327, 125.595703, 115.136719, 82.310265
Fillin, -177.275391, 83.232422, 24.553572
309.875214, 142.558594, 94.042969, 36.551338
Fillin, 110.390625, 92.197266, 42.689732
315.080444, 139.482422, 107.050781, 64.174110
313.147705, 134.472656, 108.369141, 58.035713
334.118073, 152.666016, 129.990234, 75.334824
320.048676, 144.931641, 111.005859, 89.006699
339.145874, 158.378906, 133.857422, 98.214287
348.991882, 153.720703, 157.148438, 157.645096
351.618591, 155.742188, 160.048828, 175.502228
307.444916, 129.814453, 102.216797, 17.578125
324.652679, 160.751953, 103.886719, 19.810268
305.459900, 141.943359, 86.396484, 21.484375
446.846649, 180.000000, -43.242188, 27.343750
369.657776, 162.333984, -172.353516, 38.225445
Fillin, -176.396484, 176.572266, 51.897320
360.696869, 166.640625, 166.464844, 65.290176
337.832458, 134.912109, 154.775391, 82.589287
334.833344, 131.484375, 152.490234, 94.866074
378.464325, 178.593750, -171.914063, 104.352676
278.267212, 124.453125, 52.031250, 3.348214
300.426483, 138.691406, 80.068359, 16.462053
323.566833, 126.826172, 135.878906, 37.946430
336.382660, 156.181641, 130.781250, 32.366070
353.497803, 157.412109, 161.982422, 61.104912
346.887970, 158.027344, 148.886719, 69.754463
Fillin, 114.257813, 134.648438, 96.261162
340.907898, 162.949219, 132.626953, 24.274553
340.640015, 164.794922, 130.253906, 58.593750
347.666870, 153.193359, 155.214844, 77.566963
Fillin, -173.408203, 93.603516, 76.171875
312.756470, 139.570313, 102.568359, 183.035721
Fillin, 86.748047, 32.958984, 21.484375
272.679779, 104.238281, 61.787109, 24.832590
324.404327, 151.347656, 112.851563, 28.738840
Fillin, 171.562500, 111.445313, 32.924107
336.385925, 140.800781, 146.162109, 44.084820
359.655060, 172.001953, 159.082031, 60.267857
340.986023, 156.533203, 139.130859, 77.008926
326.887238, 138.603516, 130.341797, 86.774551
327.114899, 127.968750, 141.416016, 103.794640
304.384613, 135.000000, 91.230469, 17.578125
329.108978, 154.775391, 118.388672, 37.667412
336.114563, 146.953125, 139.482422, 59.430805
359.680054, 168.662109, 162.509766, 69.196426
342.627319, 164.443359, 134.384766, 82.868301
328.600342, 128.056641, 144.140625, 88.169640
329.152649, 153.193359, 120.058594, 114.676338
Fillin, 76.201172, 96.855469, 136.439728
307.330048, 146.953125, 84.902344, 39.620537
337.250946, 146.250000, 142.382813, 36.830357
319.988861, 138.867188, 116.982422, 42.131695
321.589752, 143.876953, 115.048828, 55.524555
339.857819, 156.269531, 137.285156, 64.453125
302.289429, 124.892578, 97.382813, 77.008926
340.235565, 158.818359, 135.439453, 95.703125
346.460419, 158.730469, 147.392578, 109.654015
353.941803, 154.687500, 165.585938, 112.723213
362.548737, 162.421875, 174.199219, 156.529022
Fillin, -152.402344, -158.203125, 149.832596
290.713165, 125.947266, 74.355469, 10.602678
334.438599, 151.787109, 131.484375, 46.037945
324.962097, 154.775391, 110.478516, 42.968750
344.377411, 144.755859, 157.412109, 49.665180
343.959290, 150.117188, 151.171875, 58.872768
383.458771, 170.332031, -154.072266, 92.633926
323.528351, 147.656250, 114.960938, 37.946430
329.049225, 133.593750, 139.394531, 34.040180
372.357727, 178.681641, 176.572266, 52.455357
325.823639, 130.869141, 136.054688, 53.013393
331.144775, 150.908203, 126.123047, 67.243301
345.611938, 149.238281, 155.214844, 81.752235
348.059418, 154.160156, 154.951172, 94.587051
345.940674, 145.283203, 159.873047, 142.578125
329.949738, 150.732422, 123.925781, 11.160714
365.723480, 156.269531, -173.671875, 49.107143
338.149506, 141.152344, 149.150391, 57.477680
359.369751, 161.103516, 169.453125, 65.569199
Fillin, -174.287109, -176.572266, 79.520088
Fillin, 166.816406, 115.400391, 17.299107
354.477173, 149.150391, 172.177734, 20.089285
371.594635, 169.453125, -175.781250, 20.647322
359.152039, 151.787109, 178.417969, 52.176338
Fillin, 86.923828, 9.580078, 13.392858
369.196533, 155.478516, -166.376953, 70.591515
379.277130, 163.037109, -154.775391, 75.892860
398.024139, -177.187500, -139.042969, 81.194199
Fillin, 56.425781, 38.320313, 219.029022
Fillin, -164.619141, 138.603516, 17.299107
380.153046, 174.902344, -164.970703, 19.252232
359.858337, 173.320313, 158.203125, 28.738840
351.331665, 143.085938, 172.265625, 38.504463
326.441467, 138.076172, 129.990234, 46.595982
Fillin, 143.085938, -152.402344, 54.966518
331.693756, 153.457031, 124.453125, 37.388393
348.751648, 143.964844, 166.376953, 49.665180
357.481598, 158.818359, 168.134766, 54.966518
350.704102, 171.298828, 142.822266, 53.013393
378.900635, -176.396484, -176.132813, 81.752235
307.257324, 127.705078, 103.886719, 7.533482
Fillin, 159.697266, 55.986328, 13.392858
289.182709, 138.955078, 58.447266, 29.296875
Fillin, 156.533203, 70.488281, 44.921875
305.717651, 125.332031, 103.447266, 27.343750
358.998352, 173.056641, 156.796875, 51.339287
Fillin, -172.089844, 175.781250, 53.013393
327.612427, 130.957031, 139.394531, 91.238838
325.010376, 126.123047, 139.218750, 131.975449
282.362823, 118.564453, 65.917969, 22.042410
332.424774, 137.021484, 142.382813, 43.526787
348.665466, 159.873047, 150.380859, 63.616070
342.092865, 152.490234, 145.283203, 50.781250
326.207489, 135.791016, 131.835938, 63.337055
342.833527, 157.236328, 141.943359, 45.479912
321.459503, 136.845703, 121.816406, 53.292412
353.979431, 168.837891, 151.523438, 94.029015
365.874908, 170.244141, 172.705078, 119.977676
295.851654, 120.937500, 89.121094, 50.781250
345.572601, 166.025391, 138.339844, 66.964287
337.759338, 148.447266, 141.152344, 48.549107
366.432312, 164.003906, 179.912109, 76.729912
338.463074, 139.042969, 151.875000, 71.707588
358.817200, 151.171875, 178.330078, 95.424110
370.104889, 178.066406, 172.880859, 45.200893
Fillin, -175.429688, 151.523438, 44.084820
340.243835, 158.291016, 135.966797, 65.011162
Fillin, 127.177734, 152.578125, 60.267857
Fillin, 119.179688, 152.490234, 67.801338
329.546936, 144.228516, 129.726563, 82.310265
349.330933, 140.449219, 171.035156, 135.881699
303.485291, 144.052734, 80.419922, 22.879465
346.871979, 151.875000, 154.863281, 27.064732
345.248383, 163.300781, 140.449219, 39.341518
330.057983, 143.349609, 131.572266, 44.642857
329.071564, 142.382813, 130.693359, 59.430805
372.296082, 174.902344, -179.824219, 67.801338
377.111938, 172.968750, -168.837891, 125.279015
320.169617, 141.591797, 114.521484, 29.296875
359.356018, 161.718750, 168.837891, 58.314732
Fillin, -163.300781, -149.238281, 53.013393
Fillin, -158.027344, -151.962891, 59.988838
325.610992, 125.068359, 141.416016, 94.029015
272.120819, 131.396484, 33.662109, 20.647322
319.877502, 148.798828, 106.875000, 30.412947
345.084595, 152.138672, 151.347656, 39.899555
323.566040, 153.896484, 108.720703, 50.502232
328.425964, 138.603516, 133.242188, 69.475449
344.308075, 155.742188, 146.250000, 80.357140
339.451416, 150.908203, 141.855469, 99.888390
356.966003, 169.892578, 156.093750, 109.375000
Fillin, -161.630859, -172.265625, 111.886162
537.678406, -121.992188, 70.839844, 0.000000
275.597778, 114.873047, 56.777344, 5.859375
285.239838, 118.300781, 71.542969, 20.926340
327.957977, 162.949219, 108.017578, 22.879465
370.091980, -178.857422, 169.716797, 42.131695
375.236359, 166.552734, -165.937500, 54.129463
372.242859, 171.298828, -176.396484, 62.500000
369.166931, 161.015625, -171.914063, 97.377235
278.179901, 125.947266, 50.537109, 7.254464
298.160797, 129.111328, 85.341797, 24.553572
297.909912, 128.056641, 85.869141, 34.319195
318.297943, 141.855469, 110.742188, 37.388393
306.373047, 140.361328, 89.648438, 35.993305
330.325653, 151.435547, 124.013672, 51.060268
288.088470, 114.257813, 81.035156, 76.450890
345.750885, 161.894531, 142.822266, 88.727676
323.695404, 148.271484, 114.609375, 107.142860
339.322906, 162.246094, 130.253906, 115.513390
327.933350, 157.148438, 113.818359, 38.783482
299.729095, 122.080078, 95.361328, 55.803570
367.841461, 153.017578, -166.376953, 82.868301
366.714478, 158.466797, -174.023438, 95.145088
378.857849, 165.234375, -157.763672, 99.609375
384.451904, 157.148438, -139.042969, 142.578125
386.824951, 157.148438, -134.472656, 147.321426
Fillin, -173.408203, 175.078125, 27.064732
384.938049, -175.429688, -165.585938, 39.899555
369.896393, 173.408203, 177.099609, 48.270088
365.312134, 165.761719, 176.132813, 59.709820
373.363434, 155.742188, -158.730469, 62.779018
376.085968, 162.246094, -160.048828, 93.191963
284.645477, 110.126953, 78.662109, 8.928572
405.448578, -172.529297, -129.638672, 34.319195
337.740692, 138.076172, 151.435547, 35.993305
367.453796, 165.146484, -179.296875, 39.899555
382.158295, -176.835938, -169.453125, 54.129463
361.679779, 163.652344, 171.298828, 82.310265
346.298004, 153.457031, 152.314453, 98.772324
320.687347, 128.759766, 128.408203, 108.816963
361.344147, 142.734375, -168.486328, 30.970982
399.986053, -166.201172, -146.337891, 44.363838
387.726044, -175.781250, -159.960938, 54.687500
296.427338, 143.964844, 67.060547, 17.299107
283.728546, 133.857422, 53.085938, 28.459822
Fillin, -161.982422, 144.316406, 42.968750
323.188293, 149.941406, 111.972656, 47.154018
337.318176, 149.238281, 139.482422, 48.828125
349.818634, 159.521484, 152.929688, 57.477680
320.271118, 152.490234, 103.886719, 81.752235
327.688324, 153.017578, 117.421875, 76.171875
348.887482, 160.488281, 150.205078, 101.841515
Fillin, 133.330078, -126.386719, 70.312500
Fillin, 177.714844, 131.132813, 29.017857
313.571747, 139.833984, 103.798828, 37.388393
327.924072, 142.119141, 128.759766, 32.924107
337.831360, 152.753906, 136.933594, 75.613838
335.889709, 150.117188, 135.878906, 42.689732
334.896759, 151.962891, 132.187500, 51.618305
341.719482, 158.115234, 138.955078, 64.174110
349.271301, 168.574219, 142.822266, 69.754463
368.067322, 174.462891, 172.617188, 104.352676
340.544342, 162.333984, 132.539063, 127.790176
338.813995, 161.015625, 130.605469, 2.511161
Fillin, 136.933594, -2.197266, 49.944195
388.776123, -175.253906, -158.466797, 47.433037
380.182159, 164.707031, -154.687500, 54.687500
338.839050, 142.207031, 149.414063, 93.191963
339.292633, 141.503906, 150.996094, 107.421875
298.948914, 131.660156, 84.199219, 4.185268
380.461792, 158.291016, -147.744141, 28.180803
387.209503, 173.583984, -150.292969, 35.156250
364.387512, 160.136719, 180.000000, 65.848213
362.403015, 158.291016, 178.066406, 40.736607
379.102448, -174.990234, -177.187500, 51.339287
Fillin, -150.029297, -156.533203, 58.314732
336.469696, 156.445313, 130.605469, 30.412947
360.950897, 157.324219, 176.220703, 32.645088
365.019501, 175.517578, 165.761719, 53.850445
350.278107, 156.181641, 157.148438, 48.828125
344.221954, 156.884766, 144.931641, 67.243301
313.453613, 128.056641, 115.400391, 75.892860
333.950439, 147.041016, 135.263672, 94.866074
Fillin, -171.826172, 133.769531, 35.993305
354.409790, 153.457031, 167.695313, 55.803570
334.653717, 142.207031, 141.416016, 50.223213
349.822144, 142.207031, 170.244141, 66.127235
350.126312, 155.214844, 157.851563, 69.196426
331.111969, 131.484375, 145.458984, 77.008926
344.695831, 157.675781, 145.019531, 90.680801
364.540314, 157.851563, -177.539063, 35.993305
349.068176, 161.806641, 149.238281, 75.892860
350.197662, 145.898438, 167.255859, 82.310265
Fillin, 82.001953, 83.496094, 169.921875
314.079285, 149.326172, 95.273438, 2.790179
353.333801, 153.105469, 166.025391, 32.366070
Fillin, -171.562500, 118.916016, 43.247768
Fillin, -143.525391, 111.972656, 72.823662
